Title,URL,Description,Date Published,Author,Tags,Categories,data collection date,Locations
West Alabama nonprofits get major funding for residential weatherization assistance,https://www.wvua23.com/west-alabama-nonprofits-get-major-funding-for-residential-weatherization-assistance/,"alabama map Several organizations around West Alabama now have more money so they can help residents who qualify upgrade their homes and lower energy costs. Alabama Gov. Kay Ivey this week awarded more than $3 million in grants during the latest round ofWeatherization Assistance Programfunding, focused on helping older adults, people with disabilities and families with children. ""Energy costs can be overwhelming for low-income Alabama residents, especially during times of extreme heat or cold,"" Ivey said in a statement. ""Recipients of this assistance will be able to upgrade their homes in ways that will lower their bills both now and in the future."" Homeowners who qualify for weatherization assistance will first receive an energy audit to determine the most cost-effective measures. The most likely improvements include: In addition to reducing energy bills, some of these improvements can reduce the risk of fire or other potential hazards. The Alabama Department of Economic and Community Affairs is administering the grants from funds made available by the U.S. Department of Health and Human Services. Around West Alabama, the following agencies are getting: If you're interested in checking out the requirements or requesting assistance, you can learn moreright here. Installing extra insulation in attic, walls and floor Sealing air leaks around doors and windows Repairs or tune-ups for air conditioning and heating units Replacing incandescent light bulbs with high-efficiency LED bulbs Central Alabama Regional Planning and Development Commission, covering Macon, Russell, Elmore, Autauga, Chilton, Shelby, Dallas and Perry counties: $272,511 Community Service Programs of West Alabama, covering Bibb, Fayette, Greene, Hale, Pickens, Lamar, Sumter and Tuscaloosa counties: $224,366 Community Action Partnership of North Alabama, covering Cullman, Lawrence, Morgan, Marion, Walker and Winston counties: $212,925",24-07-24,"WVUA 23 Digital,","alabama weatherization assistance program, weatherization assistance","Alabama News, Local News",26-07-24,"Macon, Alabama / Russell, Alabama / Elmore, Alabama / Autauga, Alabama / Chilton, Alabama / Shelby, Alabama / Dallas, Alabama / Perry, Alabama / Bibb, Alabama / Fayette, Alabama / Greene, Alabama / Hale, Alabama / Pickens, Alabama / Lamar, Alabama / Sumter, Alabama / Tuscaloosa, Alabama / Cullman, Alabama / Lawrence, Alabama / Morgan, Alabama / Marion, Alabama / Walker, Alabama / Winston, Alabama"
Echola Volunteer Fire Department acquires new AED,https://www.wvua23.com/echola-volunteer-fire-department-acquires-new-aed/,"By WVUA 23 News Reporter Paislee Roberts The Echola Volunteer Fire Department has acquired new AED with the help from the Tuscaloosa County EMA and Tuscaloosa County Commissioner Stan Acker according to a post on the fire department's Facebook page. The volunteer fire department expressed the need for the defibrillator saying, ""The AED is a vital tool in case of cardiac arrest, especially being this far out in the county."" The fire department coverage area is in the western part of Tuscaloosa County and is thirty minutes away from DCH Hospital. Representatives from the Tuscaloosa County EMA said they are proud to have assisted in acquiring the new AED and enhancing the safety and well being of the community.  sd",24-07-24,"WVUA 23 News,","echola volunteer fire department, tuscaloosa county ema",Local News,26-07-24,"Tuscaloosa County, Alabama"
Shelton State's new Quality Engineering program now open for applicants,https://www.wvua23.com/shelton-states-new-quality-engineering-program-now-open-for-applicants/,"Shelton State Community Collegehas a new engineering program focused on equipping students with the tools they need to work in manufacturing, and enrollment is now open. The Quality Engineering program includes history and evolution of modern quality theory, using problem solving models, designing experiments as well as product, process and quality system auditing. ""The Quality Engineering degree program is essential in providing industry talent and operational effectiveness in the control of processes,"" said SSCC Quality Engineering instructor Robert Everett. ""This intensive program provides the foundational and advanced tool and techniques to build a successful career as a quality engineer."" It's the first such program within the Alabama Community College System. Registration for the Quality Engineering program is ongoing and fall classes begin Aug. 19. You can learn more about the programright here.",24-07-24,"WVUA 23 Digital,",shelton state community college,Local News,26-07-24,"Shelton, Alabama"
"Isaiah Buggs found guilty of animal cruelty charges, released on bond",https://www.wvua23.com/isaiah-buggs-pleads-guilty-to-animal-cruelty-charges-then-appeals-the-plea/,"Former University of Alabama and NFL football player Isaiah Buggs was scheduled for a bench trial today. But that's now been postponed. Buggs was arrested in Tuscaloosa on May 30 on misdemeanor animal cruelty charges. He was released on bond, then arrested on domestic violence charges on June 16. That led Judge Joanne Jannik to revoke his bond on the animal cruelty charges. Buggs has been in the Tuscaloosa County Jail until last week. On Friday, he pleaded not guilty, was found guilty, but was released on bond, then filed appeal on that judgment. That means he will have a new trial date set, likely later this fall.",24-07-24,"Lisa Screws,","animal cruelty, domestic violence, isaiah buggs","Crime, Local News",26-07-24,"Tuscaloosa, Alabama / Tuscaloosa County, Alabama"
Pell City man gets nearly 6 years in prison for financial fraud scheme,https://www.wvua23.com/pell-city-man-gets-nearly-6-years-in-prison-for-financial-fraud-scheme/,"A man from Pell City was on Tuesday sentenced to 71 months in prison in the wake of a scheme to defraud more than 40 investors in his companies out of more than $4.7 million, the U.S. Department of Justice Northern District of Alabama announced. John Michael Golden, 48, pleaded guilty to one count of wire fraud in April. According to the plea agreement and information provided at sentencing, Golden was the founder and owner of Wolf-Tek, LLC; MountainTop Timber, LLC; and DroneTek, Inc. Between January 2018 and at least October 2023, Golden devised a scheme to persuade individuals to invest in his companies. He misrepresented his companies investors by telling them his businesses were about to be sold for millions of dollars to companies like Amazon, that he had timber leases and an ability to harvest timber for profit, and that he had hundreds of preorders for drones that he needed capital to fulfill. Golden also gave some investors Promissory Notes in which he falsely promised lucrative returns on investments within a short period of time. Golden even defrauded a new victim eight days after originally signing a plea agreement. To continue his scheme, Golden placated victims by sending them text messages falsely claiming that their money was available and would arrive on specific future dates. Golden subsequently had his bond revoked for contacting victims and making false promises to them regarding repayment. He ultimately defrauded investors in his companies out of more than $4.7 million. He used the funds to pay back prior investors and for personal expenses. The Federal Bureau of Investigation investigated the case, with assistance from the Alabama Securities Commission. Assistant United States Attorney Ryan Rummage prosecuted the case.",24-07-24,"WVUA 23 Digital,",,"Crime, Local News",26-07-24,"Pell City, Alabama"
Woman killed in fatal Tuscaloosa wreck Monday morning identified,https://www.wvua23.com/woman-killed-in-fatal-tuscaloosa-wreck-monday-morning/,"UPDATE July 23: The woman killed in the fatal wreck Monday morning has been identified as 42-year-old Tiffany Sheree Jones of Greensboro. ---- The Tuscaloosa Police Department is investigating after a woman was killed in a fatal wreck this morning. The single-vehicle crash happened in the 4500 block of 45th Street East, near the Neighborhood Walmart at the intersection of Skyland Boulevard and Hargrove Road. A resident called 911 at 8:07 a.m. and reported that an SUV had crashed into a tree. When paramedics and officers arrived on the scene minutes later, the female driver was already dead. Her identity has not yet been released by police. More information will be available later today, said TPD spokesperson Stephanie Taylor.",22-07-24,"WVUA 23 Digital,","fatal wreck, tuscaloosa","Featured, Local News",26-07-24,"Greensboro, Alabama / Tuscaloosa, Alabama"
Need help with school supplies? These events have you covered,https://www.wvua23.com/2024-back-to-school-events-happening-around-west-alabama/,"backpack Are you or your children heading back to school next month? Here are some events around West Alabama that might be applicable.                    Who's putting on the event: The Grand Event Design and Decor, supplies provided by Backpack Connections What: Bock party and school supplies giveaway Where: 1017 Martin Luther King Jr. Blvd. in Northport When: 5-8 p.m. July 25 Who's eligible: Students registered at Echols, Matthews or Crestmont elementary schools or Tuscaloosa County High School Who's putting on the event: Capstone Health What: Health fair and school supplies giveaway Where: Old Parrish High School, 35 Tornado Ally in Parrish When: 9-11 a.m. July 26 Who's eligible: Children living in Walker County area ages pre-K and older. Children must be present to receive backpack and supplies Who's putting on the event: Attorney John T. Stamps III, The Black Belt Law Group What: Block party featuring a barbecue cookoff, spades tournament, vendors, car show, food trucks and more Where: Old Greenetrack Field, 524 County Road 208 in Eutaw When: Gates open at noon July 27 Who's eligible: Free entry for all participants Who's putting on the event: District 7 Tuscaloosa City Council Member Cassius Lanier, Epsilon Epsilon chapter of Kappa Alpha Psi Fraternity, Impact Nation Church What: School supplies giveaway Where: Sycamore Shelter, Bowers Park,1600 James I Harrison Jr. Parkway in Tuscaloosa When: 10 a.m.-2 p.m. July 27 Who's eligible: Children K-12 Who's putting on the event: Tuscaloosa Police Athletic League What: Backpack giveaway and Back to School Bash Where: Tuscaloosa PAL Gym, 3301 25th St. in Tuscaloosa When: Backpack giveaway is 3 p.m. Aug. 1, Back-to-School Bash is 5-7 p.m. Aug. 1 Who's eligible: Tickets are required for the backpack giveaway and must be picked up beginning July 25 at the PAL Gym. Children must be present to get a ticket, but do not have to be present at the giveaway. Back to School Bash is available to everyone Who's putting on the event: Mind Changers What: Backpack drive and fun day featuring free food, games, music and more Where: Freeman Park, 3001 Dragon Lane in Tuscaloosa When: 10 a.m.-1 p.m. Aug. 3 Who's Eligible: Anyone in need or interested in attending Who's putting on the event: Shelton State Community College Salon and Spa Management program What: Free haircuts, styling, simple braids or crochet installs and loc retwists Where: SSCC Salon and Spa Management Cosmetology Salon, SSCC Main campus When: 8 a.m.-7 p.m. Aug. 5 and Aug. 6 Who's eligible: Appointments are required. Call 205-291-2496 for an appointment Who's putting on the event: Tuscaloosa barber Trey James What: Free haircuts and styles Where: McDonald Hughes Community Center, 3101 Martin Luther King Jr. Blvd. in Tuscaloosa When: 8 a.m.-5 p.m. Aug. 6 Who's eligible: All children K-12. Barbers and stylists at the event request children come with their hair freshly washed",22-07-24,"WVUA 23 Digital,",back to school events,"Featured, Local News",26-07-24,"Northport, Alabama / Parrish, Alabama / Eutaw, Alabama / Tuscaloosa, Alabama"
"Young singer from Alabama receives golden buzzer on ""America's Got Talent'",https://www.wvua23.com/young-singer-from-alabama-receives-golden-buzzer-on-americas-got-talent/,"By WVUA 23 Digital Reporter Candace Johnson A star was born in Alabama thanks to ""America's Got Talent"" on July 9. Rising artist Reid Wilson from Montgomery received the golden buzzer on season 19, episode 6 of the popular talent competition show. The 14-year old sang a rendition of ""You Don't Own Me"" by Lesley Gore. While appearing nervous at first, the singer gradually gained confidence as he hit some of the hardest notes of the song. Judge Simon Cowell was even impressed as he closed his eyes to listen to the sweet sound of the singer's voice. The hard to please judge was even impressed and gave his praise.Â ""We weren't expecting that,"" said Cowell. Judge Heidi Klum also congratulated the young singer on the show. ""I think you're absolutely incredible"" said Klum. Comedian and actor Howie Mandel was the one to give the gift of the golden buzzer to the singer. You can watch Reid's performance from the show above.",23-07-24,"WVUA 23 Digital,",america's got talent,Local News,26-07-24,"Montgomery, Alabama"
21-year old Alabama State University student dies from stabbing,https://www.wvua23.com/21-year-old-alabama-state-university-student-dies-from-stabbing/,"crime, police tape By WVUA 23 Digital Reporter Candace Johnson Tiana Dye from Alabama State University was stabbed to death on July 14. The 21-year old would have been a rising senior studying to become a dermatologist. The Georgia native was heavily involved in organizations and a student-athlete. One of her organizations was the NAACP chapter at ASU. They have released a statement on theirInstagram pageexpressing their condolences. The chapter spoke positively about the loss of their member. ""Whenever called upon to serve, she did so willingly and with a smile that could brighten any room."" Dye's mother Danielle Luckett has organized agofundmein honor of her daughter. ""I want to just take the time to thank everyone for sharing the news clips, blogs, stories and every post,"" said Luckett. ""We are so grateful for all the love and support everyone is showing for my daughter Tiana Dye."" Law enforcement is still gathering evidence to find the culprit and bring justice to the Dye family.    A post shared by Alabama State University NAACP (@myasu_naacp)",23-07-24,"WVUA 23 Digital,","alabama state university, tiana dye","Alabama News, Crime, Local News",26-07-24,"Montgomery, Alabama / Atlanta, Georgia"
"Tuscaloosa's Most Wanted: July 18, 2024",https://www.wvua23.com/tuscaloosas-most-wanted-july-18-2024/,"The Tuscaloosa County Sheriff's Office needs your help locating some of Tuscaloosa's Most Wanted. If you have any information on these or anyone else wanted by the Tuscaloosa County Sheriff's Office, please call 205-464-8672 or visittcsoal.org. You can also visit TCSO onFacebook hereor onTwitter here. William Hyche, 60, is last known to be living in the area of Rifle Range Road in Cottondale. Hyche is wanted on an unlawful manufacturing of a controlled substance charge. Tarvarius Martez McCalpine, 25, is last known to be living in the area of 36th Avenue East in Tuscaloosa. McCalpine is wanted on an attempted murder charge. Michael Prude, 30, is last known to be living in the area of Mimosa Park Road in Tuscaloosa. Prude is wanted on a trafficking opium charge.",19-07-24,"WVUA 23 Digital,","tuscaloosa county crime, Tuscaloosa County Sheriff's Office, tuscaloosa's most wanted","Crime, Local News",26-07-24,"Tuscaloosa, Alabama / Cottondale, Alabama"
